,New Code,Children in Poverty; % of children aged under 16 in poverty; 2011,Employment; Adults not in Employment - 2011 Census; % of households with no adults in employment with dependent children,Employment; Economic Activity (Percentages) - 2011 Census; Employment rate (16-64),Employment; Economic Activity (Percentages) - 2011 Census; Economically active %,Employment; Economic Activity (Percentages) - 2011 Census; Economically active: % Unemployed,Employment; Economic Activity (Percentages) - 2011 Census; Employment rate (16-74),Employment; Lone Parent Not in Employment - 2011 Census; Lone parent not in employment %,Health and Disability; General Health - 2011 Census; % People whose Day-to-day activities are limited a lot,Health and Disability; General Health - 2011 Census; % People with Bad or Very Bad Health,Life Expectancy; Life expectancy at birth (all persons); 2007-2011,Life Expectancy; Male life expectancy; 2007-2011,Out-of-Work Families; Rates children (0-18) living in Out-of-work Benefit Claimant Households; 2011,Population and Age; Age structure (percentage) - 2013; Aged 0-15,Population and Age; Age structure (percentage) - 2013; Aged 16-64,Population and Age; Age structure (percentage) - 2013; Aged 65+,Qualifications; Qualifications and Students - 2011 Census; % of 16+ who are schoolchildren and full-time students: Age 18 and over
437,E05000462,4.0,1.270289344,79.83399939,78.6,3.711711712,75.66190004,32.25806452,4.0,2.5,86.33079551,81.94833198,4.285714286,14.59459459,71.89189189,14.05405405,4.0
438,E05000463,24.9,4.790270539,72.55482309,75.7,8.44928751,69.2932369,37.56906077,5.4,4.4,81.80173384,81.05321791,21.8,20.657277,71.83098592,7.511737089,7.0
439,E05000464,20.1,5.074053758,69.92914083,72.6,9.74560419,65.55706522,34.21750663,6.6,4.6,81.02945933,78.71408242,18.49056604,21.05263158,67.94258373,11.00478469,7.6
440,E05000465,10.2,2.093023256,78.14858293,76.2,5.045151158,72.39934142,30.6010929,5.9,3.6,81.85950271,80.15992852,8.372093023,19.2513369,64.70588235,16.04278075,4.4
441,E05000466,8.8,1.999452205,75.21996481,73.3,5.046948357,69.6113581,35.8778626,4.8,2.9,84.80195875,82.74399848,5.813953488,19.3877551,65.30612245,15.30612245,5.6
442,E05000467,29.6,6.958412612,67.78653189,71.4,10.47000382,63.94650655,37.890625,6.2,4.2,81.08719906,79.13066765,25.64516129,23.36448598,65.88785047,10.28037383,7.2
443,E05000468,27.0,5.745914602,68.96604701,70.7,9.080142124,64.27574658,42.44186047,7.9,5.4,78.56552986,76.87706914,23.7254902,20.97560976,65.85365854,13.17073171,7.0
444,E05000469,9.5,2.106775198,77.63661411,75.8,4.034476435,72.77151996,38.85714286,5.7,3.4,80.5010073,79.03336988,7.441860465,19.5,66.5,14.0,3.6
445,E05000470,24.9,5.759557344,69.36578171,70.6,8.325377124,64.70350404,45.82043344,8.3,5.4,79.74406905,76.34541793,22.18181818,21.4953271,64.95327103,13.55140187,6.2
446,E05000471,11.4,2.011695906,80.72207084,81.6,4.303636652,78.04688512,32.8042328,5.0,3.2,81.47786627,81.10858264,10.26315789,18.90547264,72.13930348,8.457711443,3.9
447,E05000472,2.3,1.843849035,71.27842538,67.6,3.215590743,65.47462096,50.0,4.7,2.6,84.93996015,83.9826033,1.578947368,19.42857143,60.57142857,20.0,3.7
448,E05000473,10.1,2.65560166,76.46337726,75.4,5.570927873,71.21591541,38.46153846,4.8,3.1,83.0675892,81.99752673,8.125,20.68965517,65.51724138,13.79310345,5.6
449,E05000474,8.9,2.730455076,78.39615482,78.2,3.638301111,75.38406574,41.74311927,3.7,2.7,84.71588929,83.74803611,8.181818182,22.07792208,69.26406926,8.658008658,5.0
450,E05000475,30.3,7.937405732,60.29597546,68.3,14.11794741,58.64202911,41.82076814,7.2,5.4,81.72205013,78.47617073,25.78313253,21.875,73.4375,5.0,15.8
451,E05000476,30.2,8.887987013,58.24460698,64.7,14.53152305,55.26292916,57.24637681,7.1,5.8,81.61231138,78.81294249,25.31914894,24.61538462,67.38461538,8.0,15.6
452,E05000477,37.8,9.778664731,59.46024942,67.5,15.96250509,56.75229358,52.41935484,8.4,6.7,78.29207885,76.9689262,34.93975904,21.9047619,70.47619048,7.619047619,11.8
453,E05000478,38.9,8.08430324,64.41872607,70.0,11.96561065,61.60375804,50.28735632,7.6,5.8,78.27202825,75.13634783,32.59259259,19.67213115,73.7704918,6.557377049,11.6
454,E05000479,33.6,8.90354493,62.79845128,68.8,12.66627254,60.12413512,44.76479514,7.7,6.1,76.12522635,75.10130462,31.79487179,23.67491166,69.61130742,6.713780919,10.5
455,E05000480,26.3,6.864006864,57.97450299,64.5,13.56110381,55.73159366,53.7414966,6.4,5.3,81.12769495,78.05395481,20.11764706,21.60493827,70.98765432,7.407407407,17.6
456,E05000481,29.2,7.095890411,56.31806041,62.9,14.765204,53.60185902,51.08225108,7.6,6.2,76.98419649,74.1262474,21.50684932,20.84805654,71.37809187,7.77385159,17.8
457,E05000482,33.3,10.2811245,59.02419675,66.3,14.58569807,56.60022565,48.61111111,7.7,5.8,78.90227706,77.01904901,29.90291262,26.64576803,65.830721,7.523510972,11.4
458,E05000483,30.7,6.890521161,64.6529563,71.0,12.32656805,62.23343643,42.93103448,6.6,5.7,79.1035039,76.61711308,26.70731707,20.60606061,72.12121212,7.272727273,14.3
459,E05000484,27.5,6.547412296,62.10141546,68.7,12.97075645,59.81606467,45.3307393,6.9,5.5,77.60040504,76.48881922,22.22222222,19.60784314,73.66946779,6.722689076,16.1
460,E05000485,28.6,7.162987318,55.39442649,63.1,15.39989407,53.388485,55.05226481,6.3,5.1,82.24425709,80.09986999,22.23529412,21.98142415,72.44582043,5.882352941,19.7
461,E05000486,28.7,7.339901478,54.27409666,61.6,16.06840023,51.67043675,58.33333333,7.3,5.9,81.17055309,77.75865013,22.98701299,20.84690554,71.66123779,7.491856678,19.3
462,E05000487,35.6,11.67611969,53.02112029,61.6,17.7608358,50.62576047,56.03053435,7.3,5.9,77.58555438,74.82014486,27.70642202,27.13864307,66.07669617,6.784660767,15.4
463,E05000488,31.2,8.373310074,55.82620145,63.3,15.35754505,53.61569327,51.6509434,8.0,6.2,78.31029234,76.11546525,26.86046512,23.5483871,69.35483871,7.096774194,16.3
464,E05000489,34.1,9.232871364,58.36285661,66.0,15.2969567,55.86700858,54.97287523,7.8,6.2,79.39393642,76.13844859,30.0,23.24840764,69.42675159,7.324840764,14.1
465,E05000490,32.7,9.495548961,61.76155631,68.7,13.7965016,59.21976813,49.16792738,6.5,5.1,79.88908137,76.99425243,28.36734694,26.42642643,66.66666667,6.606606607,13.0
466,E05000491,32.3,7.254004577,71.89297324,78.0,10.21421919,70.0411722,46.69421488,4.2,3.8,79.82621478,75.65079722,28.26923077,20.51282051,75.45787546,4.029304029,10.3
467,E05000492,32.6,5.015673981,68.87336991,75.2,11.10097601,66.81291561,44.08014572,5.8,4.7,79.22839247,76.21065153,28.18181818,14.0625,80.58035714,5.133928571,15.1
468,E05000493,29.6,8.73015873,57.06114398,63.8,14.13266804,54.75900796,52.92479109,6.7,5.1,80.9845877,80.47966201,23.48314607,24.91694352,68.77076412,6.644518272,15.7
469,E05000494,35.1,8.12962963,63.06403675,69.1,12.66321754,60.37125341,46.01449275,6.7,5.6,79.79914069,78.73892509,31.60493827,20.68965517,72.10031348,7.210031348,14.0
470,E05000495,19.4,5.134865135,67.3873682,69.8,9.18722989,63.35959537,42.96116505,7.6,5.1,80.63808147,78.60110948,15.375,22.65372168,65.04854369,12.29773463,7.3
471,E05000496,15.1,3.483750292,67.32201734,68.7,8.698443268,62.72326351,41.36363636,7.1,4.9,84.92611828,83.65189982,12.25806452,19.39163498,65.77946768,14.82889734,8.2
472,E05000497,20.2,4.560739807,73.2062347,73.2,7.336827061,67.79365633,43.26241135,6.9,4.8,84.01700103,81.66857645,18.07017544,20.08368201,65.69037657,14.22594142,4.3
473,E05000498,26.5,7.73255814,68.41764642,72.2,9.842024325,65.13483487,49.73730298,6.7,4.0,80.1472505,79.25825802,21.9047619,24.57912458,64.98316498,10.1010101,7.0
474,E05000499,11.2,2.233849869,79.29663229,78.9,5.026223776,74.95688168,39.46188341,5.4,3.6,82.50118631,81.32489153,9.0,18.82845188,68.61924686,12.13389121,3.9
475,E05000500,12.1,3.169185763,67.79199242,68.6,7.954193748,63.16236593,40.80717489,6.8,5.0,84.61176853,82.17909438,9.305555556,20.4379562,64.59854015,14.96350365,7.8
476,E05000501,34.8,10.80351114,56.45878581,63.0,14.36968291,53.91507596,64.92027335,6.3,5.1,80.50928774,78.11551467,26.30434783,26.625387,65.94427245,7.430340557,13.1
477,E05000502,18.7,4.925373134,62.82593376,65.4,10.16173828,58.77511757,46.84684685,7.3,5.1,79.98181057,78.3020728,14.6031746,20.59925094,66.66666667,12.7340824,9.9
478,E05000503,20.1,5.416834474,70.77291791,70.9,7.303712721,65.71736785,48.72389791,7.3,5.2,81.29048987,79.8148281,17.96875,20.76923077,65.38461538,13.46153846,4.9
479,E05000504,25.5,6.223805532,66.67077682,67.8,9.05396619,61.62572971,49.14004914,8.2,5.4,83.05387776,82.22401495,21.02941176,21.05263158,63.15789474,15.78947368,5.8
480,E05000505,28.8,8.201438849,60.95141472,66.1,12.32461735,57.97575119,52.71317829,6.5,5.1,80.67504906,79.11712657,24.59459459,24.44444444,67.03703704,8.148148148,9.9
481,E05000506,30.5,7.834973505,65.14369934,67.5,10.32046015,60.55931639,49.47049924,10.9,7.5,80.95752711,77.78412711,26.90140845,22.96296296,62.59259259,14.44444444,4.8
482,E05000507,39.2,15.27151539,53.52515244,61.6,16.75683579,51.28366814,66.82520809,7.3,5.7,77.20253395,74.70060474,33.02752294,28.93982808,63.89684814,7.163323782,13.7
483,E05000508,23.3,6.154568945,63.4527613,67.0,11.07644306,59.59849435,42.93333333,7.0,5.0,81.074661,79.17652855,18.73417722,24.19928826,64.41281139,11.74377224,9.3
484,E05000509,5.7,1.192424597,76.20073892,72.4,4.155939684,69.41928609,26.31578947,6.8,3.8,82.59858047,81.64187327,4.772727273,16.82242991,61.68224299,21.4953271,3.5
485,E05000510,23.9,6.979405034,63.15261959,66.9,10.61622169,59.78840457,47.48953975,5.9,4.4,83.02810284,81.13568016,17.94117647,24.92836676,65.61604585,9.169054441,9.8
486,E05000511,20.6,4.380182862,73.82458752,75.0,7.507598784,69.33242196,39.43298969,5.2,3.7,82.40211054,79.96123693,16.25,23.2,66.0,10.8,4.8
487,E05000512,26.1,8.254766394,60.05346005,65.1,12.66109616,56.87015861,59.78021978,6.9,5.1,79.82613091,78.33539947,22.29885057,24.3902439,66.46341463,8.841463415,10.8
488,E05000513,10.1,1.821527139,78.13403747,76.2,4.883479293,72.52150294,34.80392157,7.9,4.8,82.43898116,78.8278619,8.604651163,16.39344262,66.39344262,17.21311475,3.7
489,E05000514,24.8,7.483277592,60.62328911,66.2,13.06540116,57.56087981,53.80952381,6.5,4.9,81.49681462,78.64620907,19.125,24.91582492,66.32996633,8.754208754,9.7
490,E05000515,10.2,2.540716612,74.53806841,73.4,5.628819556,69.26345609,30.97014925,6.4,4.0,81.94265206,78.7807054,10.0,19.83122363,64.55696203,15.61181435,4.4
491,E05000516,9.2,3.095903166,72.34265212,71.7,4.936661699,68.16724552,42.05607477,4.9,3.2,85.571791,83.8512699,7.959183673,20.47619048,64.28571429,15.23809524,4.5
492,E05000517,4.7,1.927246447,78.16373374,75.8,3.329111634,73.27207899,33.86243386,3.5,2.1,85.86399002,84.59771194,3.20754717,23.33333333,61.9047619,14.76190476,3.8
493,E05000518,7.1,1.646284102,79.60124981,77.6,3.787480274,74.65306122,25.11627907,5.1,3.2,82.25830137,80.70910408,6.12244898,21.3592233,65.04854369,13.59223301,3.7
494,E05000519,15.8,3.662921348,73.3796646,72.6,6.512488437,67.88017195,42.33576642,6.7,4.4,82.81320366,78.40057951,14.0,18.95734597,63.507109,17.53554502,3.7
495,E05000520,10.0,2.587446095,77.16887928,74.4,4.068799704,71.3480055,39.13043478,5.9,4.0,82.88013443,81.39297612,8.47826087,19.60784314,63.23529412,17.15686275,3.0
496,E05000521,21.0,4.1360744,73.45132743,72.1,5.755978922,67.92287467,40.76433121,7.2,4.8,84.05813098,80.99707829,18.13953488,19.27083333,64.0625,16.66666667,3.8
497,E05000522,9.6,2.962962963,73.13829787,72.5,5.496750232,68.5018172,43.04347826,5.2,3.2,83.44155531,80.04764466,6.458333333,20.47619048,65.23809524,13.80952381,6.7
498,E05000523,22.6,5.385400715,70.80911936,70.5,7.476812417,65.21681121,47.58842444,6.8,4.7,81.78048628,79.19144191,18.6,19.90521327,64.4549763,15.63981043,5.5
499,E05000524,8.7,2.417405318,77.05679406,75.9,4.69608921,72.3673226,41.82692308,4.2,2.5,85.05846851,81.65096994,7.169811321,20.60085837,64.80686695,14.59227468,3.9
500,E05000525,11.2,2.894150982,77.87325456,77.1,4.692684468,73.49823322,39.06810036,4.2,3.3,82.81273816,80.89661211,10.20833333,21.71945701,65.61085973,12.66968326,3.6
501,E05000526,10.5,2.389436177,78.36796477,77.6,4.884733194,73.79612258,36.0,4.6,3.3,84.53812387,82.39559789,7.777777778,19.17808219,66.66666667,13.69863014,3.5
502,E05000527,5.5,1.956947162,80.79228564,79.8,3.506907545,77.014419,32.94797688,2.9,2.1,84.72539399,82.80620285,4.545454545,22.51082251,68.3982684,9.523809524,4.0
503,E05000528,6.4,1.431888545,76.02767061,74.9,4.163976759,71.8103761,30.81761006,3.8,2.6,84.26953265,81.64360721,4.047619048,17.19457014,68.32579186,14.47963801,5.4
504,E05000529,3.7,1.33432172,76.76511955,76.3,4.445579969,72.95188557,31.78807947,3.2,2.2,83.54876914,82.82061679,3.333333333,18.71921182,69.95073892,11.33004926,12.3
505,E05000530,5.8,1.169844021,79.85074627,77.4,3.987884907,74.28720219,25.80645161,4.5,2.9,82.89778741,80.47593895,5.555555556,19.43127962,66.3507109,14.69194313,5.1
506,E05000531,5.9,1.524830002,80.70941337,79.8,3.92341494,76.68796192,38.23529412,4.2,2.5,82.37837609,80.93505599,5.25,17.84037559,69.01408451,13.14553991,5.0
507,E05000532,9.7,2.523364486,79.49743004,78.1,4.300535475,74.78749837,27.71084337,5.2,3.5,83.61661239,79.48341649,10.0,22.42990654,65.42056075,12.61682243,5.0
508,E05000533,12.1,2.412165705,76.47714604,74.2,5.368742835,70.18563129,35.91160221,6.3,4.1,83.02959504,81.41363304,10.66666667,19.0,63.5,17.5,5.5
509,E05000534,30.3,6.023180695,66.81870011,72.7,11.67971915,64.19038273,41.32379249,6.5,4.8,79.05320298,75.53419737,28.03278689,19.47565543,73.4082397,7.116104869,12.5
510,E05000535,32.7,7.048599936,64.64448793,70.9,12.8984249,61.75151675,38.0952381,7.3,5.7,75.8074207,73.44984074,29.18918919,21.03559871,71.5210356,7.443365696,11.2
511,E05000536,33.2,4.001290739,62.92511445,68.7,11.10733311,61.10158928,43.48894349,6.2,4.9,80.78672916,76.51305994,30.23255814,10.15384615,82.76923077,7.076923077,22.7
512,E05000537,35.1,5.501202887,66.40290142,70.9,8.592874748,64.82599714,46.01593625,5.2,3.9,82.51639079,79.13967282,28.54545455,14.55696203,80.06329114,5.379746835,20.8
513,E05000538,27.2,6.03960396,71.10806432,73.5,8.30476784,67.37263881,48.90656064,6.8,4.4,84.27401693,81.06031778,24.21052632,20.76271186,67.37288136,11.86440678,5.9
